,long,lat,year,TimePeriod,RCP,scenario,treecanopy_percent,Ann_Herb_percent,Bare_percent,Herb_percent,Litter_percent,Shrub_percent,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,T_Winter,T_Summer,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
19511,-109.976,37.609,1989,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,3.462,35.84,86.0,0.163,5.82,7.4,-2.276,21.732,37.45,-20.15,0.099,0.109,0.095,0.093
19512,-109.976,37.609,1990,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,75.0,3.339,35.39,85.0,0.054,3.85,5.73,-0.487,22.437,36.25,-14.45,0.091,0.096,0.091,0.12
19513,-109.976,37.609,1991,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,17.0,4.46,32.78,87.0,0.047,5.62,7.17,-2.466,21.51,33.85,-24.95,0.129,0.135,0.094,0.121
19514,-109.976,37.609,1992,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.102,32.68,88.0,0.055,6.91,6.4,-1.681,20.895,33.55,-14.55,0.163,0.156,0.094,0.111
19515,-109.976,37.609,1993,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,2.913,32.98,86.0,0.119,14.41,6.58,-1.741,20.485,33.95,-14.25,0.144,0.181,0.095,0.114
19516,-109.976,37.609,1994,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,14.0,2.231,35.65,86.0,0.007,3.77,2.78,-0.862,23.747,36.55,-14.95,0.116,0.104,0.092,0.107
19517,-109.976,37.609,1995,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.707,34.71,70.0,0.062,7.85,7.75,1.324,21.272,36.65,-10.85,0.151,0.172,0.095,0.094
19518,-109.976,37.609,1996,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,71.0,3.739,34.68,68.0,0.003,3.39,5.59,1.127,23.362,35.35,-12.65,0.096,0.094,0.092,0.127
19519,-109.976,37.609,1997,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,3.925,32.71,73.0,0.384,9.42,9.55,0.343,21.211,34.65,-14.15,0.194,0.169,0.099,0.119
19520,-109.976,37.609,1998,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,3.529,34.94,87.0,0.128,5.88,6.62,-0.408,21.626,36.45,-12.25,0.139,0.116,0.096,0.127
19521,-109.976,37.609,1999,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,6.436,32.3,76.0,0.565,3.19,16.09,1.463,20.792,33.55,-15.55,0.17,0.127,0.102,0.097
19522,-109.976,37.609,2000,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,25.0,3.583,35.14,71.0,0.003,6.2,5.33,0.886,23.044,36.15,-13.05,0.109,0.117,0.092,0.119
19523,-109.976,37.609,2001,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.43,34.4,83.0,0.198,6.72,9.19,-0.208,22.249,35.25,-13.85,0.15,0.147,0.096,0.094
19524,-109.976,37.609,2002,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,70.0,2.72,35.45,87.0,0.0,2.45,3.25,-1.325,23.336,36.45,-14.65,0.1,0.094,0.091,0.123
19525,-109.976,37.609,2003,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,3.53,36.1,79.0,0.081,6.63,6.42,0.894,23.382,37.25,-12.75,0.119,0.125,0.094,0.133
19526,-109.976,37.609,2004,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,19.0,2.333,33.44,84.0,0.0,6.97,2.83,-1.299,21.821,34.45,-15.75,0.144,0.126,0.092,0.153
19527,-109.976,37.609,2005,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.153,36.55,75.0,0.169,14.29,8.84,0.883,21.383,37.55,-14.85,0.224,0.173,0.096,0.108
19528,-109.976,37.609,2006,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,8.0,4.55,34.97,86.0,0.076,2.01,8.24,0.226,23.028,36.25,-15.55,0.106,0.116,0.094,0.174
19529,-109.976,37.609,2007,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,12.0,3.985,35.02,83.0,0.1,3.49,8.1,-0.7,23.076,35.65,-16.75,0.183,0.127,0.095,0.107
19530,-109.976,37.609,2008,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,3.558,33.42,83.0,0.077,15.31,7.34,-2.784,21.315,34.45,-19.15,0.16,0.169,0.095,0.096
19531,-109.976,37.609,2009,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,1.0,2.159,34.16,78.0,0.018,6.81,2.89,-0.294,21.53,35.45,-18.25,0.133,0.114,0.093,0.096
19532,-109.976,37.609,2010,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.496,34.88,89.0,0.56,13.52,11.38,-2.748,21.715,37.05,-17.65,0.1,0.161,0.102,0.104
19533,-109.976,37.609,2011,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,11.0,4.06,34.09,80.0,0.018,6.69,6.06,-1.202,22.151,35.15,-23.35,0.128,0.116,0.093,0.105
19534,-109.976,37.609,2012,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,17.0,3.099,34.38,90.0,0.152,5.98,7.1,-0.36,23.133,35.05,-15.35,0.126,0.107,0.094,0.099
19535,-109.976,37.609,2013,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,19.0,3.285,35.44,85.0,0.209,8.0,9.03,-1.634,22.073,37.75,-19.95,0.132,0.12,0.096,0.194
19536,-109.976,37.609,2014,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,3.524,33.73,75.0,0.132,4.16,7.61,0.201,21.097,35.15,-18.25,0.207,0.145,0.095,0.113
19537,-109.976,37.609,2015,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.571,34.27,67.0,0.347,7.44,13.84,1.335,21.404,35.75,-15.75,0.122,0.118,0.099,0.128
19538,-109.976,37.609,2016,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,3.976,35.26,80.0,0.15,7.2,8.0,-1.557,22.768,37.15,-17.45,0.158,0.14,0.095,0.097
19539,-109.976,37.609,2017,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,0.0,3.385,35.29,68.0,0.115,9.97,7.12,0.618,23.273,36.75,-15.55,0.142,0.127,0.095,0.095
19540,-109.976,37.609,2018,Hist,historical,sc1,21.429,0.0,46.429,10.714,7.143,21.429,65.0,2.07,34.22,72.0,0.056,2.89,4.84,1.683,23.639,34.95,-13.35,0.094,0.092,0.091,0.14
19541,-109.976,37.609,2021,NT,4.5,sc26,21.429,0.0,46.429,10.714,7.143,21.429,7.0,1.219,36.506,82.0,0.001,8.12,1.54,0.487,25.048,37.29,-15.06,0.155,0.169,0.092,0.096
19542,-109.976,37.609,2021,NT,4.5,sc25,21.429,0.0,46.429,10.714,7.143,21.429,9.0,3.511,36.016,86.0,0.029,11.86,5.81,-0.167,23.818,37.48,-14.91,0.163,0.158,0.094,0.095
19543,-109.976,37.609,2021,NT,4.5,sc24,21.429,0.0,46.429,10.714,7.143,21.429,0.0,3.218,36.682,88.0,0.052,6.11,5.83,-0.746,24.722,37.05,-16.74,0.129,0.132,0.094,0.117
19544,-109.976,37.609,2021,NT,4.5,sc23,21.429,0.0,46.429,10.714,7.143,21.429,10.0,2.794,35.809,76.0,0.0,7.39,3.74,0.939,23.275,37.19,-19.18,0.176,0.157,0.093,0.133
19545,-109.976,37.609,2021,NT,4.5,sc22,21.429,0.0,46.429,10.714,7.143,21.429,0.0,3.582,35.622,78.0,0.211,6.49,7.58,1.138,23.657,36.25,-13.5,0.163,0.132,0.097,0.1
19546,-109.976,37.609,2021,NT,4.5,sc27,21.429,0.0,46.429,10.714,7.143,21.429,8.0,2.806,35.106,83.0,0.048,9.99,4.92,-2.218,23.802,35.6,-24.01,0.112,0.139,0.093,0.113
19547,-109.976,37.609,2021,NT,4.5,sc28,21.429,0.0,46.429,10.714,7.143,21.429,23.0,2.32,35.231,72.0,0.023,7.98,3.72,0.774,22.678,36.07,-11.85,0.156,0.139,0.093,0.104
19548,-109.976,37.609,2021,NT,4.5,sc30,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.696,32.465,79.0,0.181,7.19,11.82,0.476,20.625,33.7,-14.3,0.159,0.145,0.097,0.095
19549,-109.976,37.609,2021,NT,8.5,sc47,21.429,0.0,46.429,10.714,7.143,21.429,6.0,2.806,35.333,78.0,0.016,13.88,4.81,-0.879,24.31,36.46,-21.91,0.139,0.171,0.094,0.127
19550,-109.976,37.609,2021,NT,8.5,sc46,21.429,0.0,46.429,10.714,7.143,21.429,24.0,1.567,35.283,83.0,0.085,7.05,3.95,1.862,22.832,36.16,-10.96,0.133,0.116,0.093,0.101
19551,-109.976,37.609,2021,NT,8.5,sc45,21.429,0.0,46.429,10.714,7.143,21.429,0.0,3.308,36.801,87.0,0.152,10.68,7.31,0.254,24.408,38.28,-13.75,0.147,0.17,0.095,0.143
19552,-109.976,37.609,2021,NT,8.5,sc44,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.235,36.323,62.0,0.324,11.45,13.0,3.061,23.711,37.62,-10.39,0.183,0.171,0.099,0.128
19553,-109.976,37.609,2021,NT,8.5,sc43,21.429,0.0,46.429,10.714,7.143,21.429,4.0,1.416,36.938,83.0,0.005,12.15,1.59,-0.3,22.987,37.63,-18.02,0.151,0.17,0.093,0.108
19554,-109.976,37.609,2021,NT,8.5,sc42,21.429,0.0,46.429,10.714,7.143,21.429,6.0,2.634,35.334,82.0,0.023,8.97,4.57,0.412,23.12,36.59,-17.45,0.184,0.164,0.093,0.108
19555,-109.976,37.609,2021,NT,4.5,sc41,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.492,35.334,76.0,0.237,9.57,11.04,0.03,23.153,36.92,-13.98,0.203,0.166,0.097,0.106
19556,-109.976,37.609,2021,NT,4.5,sc40,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.944,34.036,86.0,0.224,4.71,11.35,-1.723,22.485,35.09,-16.74,0.191,0.164,0.097,0.128
19557,-109.976,37.609,2021,NT,4.5,sc39,21.429,0.0,46.429,10.714,7.143,21.429,10.0,0.561,36.962,79.0,0.0,8.8,0.58,0.741,23.471,37.74,-9.25,0.203,0.17,0.092,0.1
19558,-109.976,37.609,2021,NT,4.5,sc38,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.648,39.18,71.0,0.826,8.11,16.25,1.222,23.279,40.27,-11.84,0.142,0.143,0.106,0.171
19559,-109.976,37.609,2021,NT,4.5,sc37,21.429,0.0,46.429,10.714,7.143,21.429,1.0,4.727,35.128,72.0,0.041,8.94,8.24,1.227,21.593,37.01,-13.1,0.222,0.175,0.095,0.106
19560,-109.976,37.609,2021,NT,4.5,sc36,21.429,0.0,46.429,10.714,7.143,21.429,30.0,5.785,34.65,83.0,0.034,4.39,8.96,-0.145,22.941,35.79,-12.8,0.109,0.098,0.094,0.098
19561,-109.976,37.609,2021,NT,4.5,sc35,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.88,35.285,67.0,0.081,4.72,11.29,0.837,22.608,35.81,-20.76,0.212,0.162,0.095,0.161
19562,-109.976,37.609,2021,NT,4.5,sc34,21.429,0.0,46.429,10.714,7.143,21.429,19.0,2.824,35.301,89.0,0.019,1.16,4.34,1.164,23.668,36.16,-14.46,0.136,0.108,0.093,0.126
19563,-109.976,37.609,2021,NT,4.5,sc33,21.429,0.0,46.429,10.714,7.143,21.429,71.0,3.113,35.27,82.0,0.104,1.89,5.19,0.06,22.681,36.33,-17.35,0.092,0.089,0.089,0.113
19564,-109.976,37.609,2021,NT,4.5,sc32,21.429,0.0,46.429,10.714,7.143,21.429,30.0,3.134,36.112,82.0,0.0,4.34,4.39,0.32,24.141,37.96,-20.96,0.157,0.115,0.093,0.127
19565,-109.976,37.609,2021,NT,4.5,sc31,21.429,0.0,46.429,10.714,7.143,21.429,1.0,4.051,34.481,49.0,0.056,12.17,6.71,3.576,23.514,34.73,-8.37,0.223,0.193,0.094,0.174
19566,-109.976,37.609,2021,NT,8.5,sc48,21.429,0.0,46.429,10.714,7.143,21.429,1.0,3.225,35.347,69.0,0.132,17.46,7.57,0.491,22.802,36.53,-12.57,0.22,0.177,0.095,0.106
19567,-109.976,37.609,2021,NT,8.5,sc49,21.429,0.0,46.429,10.714,7.143,21.429,18.0,3.063,36.262,75.0,0.0,12.36,4.68,0.457,23.436,38.11,-23.65,0.223,0.157,0.093,0.097
19568,-109.976,37.609,2021,NT,8.5,sc50,21.429,0.0,46.429,10.714,7.143,21.429,0.0,6.019,31.987,83.0,0.273,11.72,13.79,-2.191,21.57,32.7,-21.09,0.186,0.181,0.098,0.117
19569,-109.976,37.609,2021,NT,8.5,sc51,21.429,0.0,46.429,10.714,7.143,21.429,9.0,5.144,34.333,80.0,0.46,3.73,12.85,-0.457,23.335,35.31,-15.77,0.18,0.124,0.099,0.174
19570,-109.976,37.609,2021,NT,4.5,sc29,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.813,33.431,74.0,0.278,7.09,12.08,0.904,22.374,34.13,-17.28,0.12,0.121,0.098,0.101
19571,-109.976,37.609,2021,NT,8.5,sc61,21.429,0.0,46.429,10.714,7.143,21.429,0.0,1.209,36.336,56.0,0.06,13.92,1.97,2.837,23.807,37.46,-15.84,0.186,0.183,0.093,0.122
19572,-109.976,37.609,2021,NT,8.5,sc59,21.429,0.0,46.429,10.714,7.143,21.429,4.0,3.779,35.431,61.0,0.128,4.18,8.0,3.55,23.868,36.57,-8.36,0.188,0.132,0.094,0.216
19573,-109.976,37.609,2021,NT,8.5,sc58,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.326,39.607,60.0,0.267,3.61,13.83,1.244,25.09,45.42,-22.13,0.114,0.1,0.098,0.101
19574,-109.976,37.609,2021,NT,8.5,sc57,21.429,0.0,46.429,10.714,7.143,21.429,0.0,2.798,36.1,52.0,0.126,9.76,6.31,4.319,23.581,39.0,-8.18,0.137,0.169,0.095,0.103
19575,-109.976,37.609,2021,NT,8.5,sc56,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.08,34.056,83.0,0.442,10.52,11.4,0.401,22.246,35.02,-13.5,0.185,0.179,0.101,0.109
19576,-109.976,37.609,2021,NT,8.5,sc55,21.429,0.0,46.429,10.714,7.143,21.429,0.0,6.938,34.814,79.0,0.459,8.43,14.44,1.353,21.34,36.08,-13.1,0.209,0.169,0.101,0.113
19577,-109.976,37.609,2021,NT,8.5,sc54,21.429,0.0,46.429,10.714,7.143,21.429,2.0,2.61,36.256,84.0,0.032,11.53,3.4,-1.193,24.528,36.64,-15.56,0.114,0.165,0.092,0.092
19578,-109.976,37.609,2021,NT,8.5,sc53,21.429,0.0,46.429,10.714,7.143,21.429,71.0,3.62,35.288,87.0,0.261,1.87,5.33,0.107,23.207,36.96,-14.18,0.094,0.092,0.091,0.125
19579,-109.976,37.609,2021,NT,8.5,sc52,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.054,34.164,87.0,0.531,18.0,10.96,-4.57,22.638,35.4,-19.38,0.212,0.185,0.101,0.107
19580,-109.976,37.609,2021,NT,8.5,sc60,21.429,0.0,46.429,10.714,7.143,21.429,13.0,3.467,35.401,89.0,0.092,3.44,7.59,-2.437,22.696,36.43,-17.05,0.098,0.108,0.095,0.125
19581,-109.976,37.609,2022,NT,4.5,sc36,21.429,0.0,46.429,10.714,7.143,21.429,21.0,3.058,35.624,79.0,0.049,2.74,8.41,1.819,23.936,36.31,-10.73,0.108,0.101,0.095,0.118
19582,-109.976,37.609,2022,NT,4.5,sc37,21.429,0.0,46.429,10.714,7.143,21.429,36.0,2.241,35.608,74.0,0.0,3.44,2.9,1.262,23.63,36.98,-15.06,0.114,0.101,0.092,0.098
19583,-109.976,37.609,2022,NT,4.5,sc38,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.36,37.932,76.0,0.577,7.4,12.29,0.14,23.112,39.29,-12.06,0.211,0.162,0.103,0.115
19584,-109.976,37.609,2022,NT,4.5,sc39,21.429,0.0,46.429,10.714,7.143,21.429,23.0,3.382,36.05,71.0,0.064,3.87,6.31,2.003,24.674,37.1,-12.83,0.111,0.103,0.095,0.093
19585,-109.976,37.609,2022,NT,4.5,sc40,21.429,0.0,46.429,10.714,7.143,21.429,5.0,3.987,37.521,84.0,0.008,7.32,5.73,-0.293,25.13,38.29,-12.49,0.199,0.173,0.094,0.114
19586,-109.976,37.609,2022,NT,4.5,sc41,21.429,0.0,46.429,10.714,7.143,21.429,22.0,2.719,37.2,82.0,0.018,6.43,3.91,-1.36,25.011,38.6,-26.6,0.115,0.108,0.093,0.093
19587,-109.976,37.609,2022,NT,8.5,sc42,21.429,0.0,46.429,10.714,7.143,21.429,0.0,3.323,35.935,77.0,0.015,11.91,5.01,0.536,23.127,37.36,-13.13,0.166,0.178,0.094,0.112
19588,-109.976,37.609,2022,NT,8.5,sc43,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.971,36.038,69.0,0.171,8.34,11.83,1.91,23.026,36.94,-8.48,0.149,0.159,0.097,0.125
19589,-109.976,37.609,2022,NT,8.5,sc44,21.429,0.0,46.429,10.714,7.143,21.429,0.0,3.095,36.339,68.0,0.198,6.53,7.8,1.984,23.87,37.77,-16.02,0.167,0.132,0.096,0.1
19590,-109.976,37.609,2022,NT,4.5,sc35,21.429,0.0,46.429,10.714,7.143,21.429,19.0,2.009,35.804,86.0,0.0,4.83,2.22,1.728,23.284,37.09,-15.71,0.163,0.135,0.092,0.107
19591,-109.976,37.609,2022,NT,8.5,sc45,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.402,37.646,69.0,0.057,2.22,7.32,2.253,24.627,38.94,-8.91,0.172,0.139,0.094,0.107
19592,-109.976,37.609,2022,NT,8.5,sc47,21.429,0.0,46.429,10.714,7.143,21.429,0.0,2.169,36.642,75.0,0.221,16.67,5.8,0.005,22.768,38.93,-12.64,0.182,0.168,0.096,0.1
19593,-109.976,37.609,2022,NT,8.5,sc48,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.181,37.683,86.0,0.22,2.33,10.58,0.862,25.276,39.44,-13.02,0.141,0.101,0.096,0.095
19594,-109.976,37.609,2022,NT,8.5,sc49,21.429,0.0,46.429,10.714,7.143,21.429,5.0,2.763,35.947,68.0,0.0,5.21,3.31,2.285,23.705,37.03,-10.05,0.133,0.139,0.092,0.116
19595,-109.976,37.609,2022,NT,8.5,sc50,21.429,0.0,46.429,10.714,7.143,21.429,0.0,6.3,31.701,79.0,0.19,8.01,13.29,-0.088,20.204,33.1,-13.05,0.145,0.158,0.097,0.111
19596,-109.976,37.609,2022,NT,8.5,sc51,21.429,0.0,46.429,10.714,7.143,21.429,0.0,3.217,37.666,69.0,0.352,7.42,8.29,0.401,24.484,38.27,-18.0,0.185,0.175,0.099,0.198
19597,-109.976,37.609,2022,NT,8.5,sc52,21.429,0.0,46.429,10.714,7.143,21.429,30.0,2.685,37.195,65.0,0.021,3.76,3.66,3.644,24.04,38.86,-8.77,0.131,0.108,0.092,0.091
19598,-109.976,37.609,2022,NT,8.5,sc53,21.429,0.0,46.429,10.714,7.143,21.429,26.0,3.018,35.297,83.0,0.0,2.6,4.03,0.284,22.896,35.93,-11.56,0.127,0.099,0.092,0.153
19599,-109.976,37.609,2022,NT,8.5,sc54,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.023,36.106,75.0,0.423,11.63,9.16,1.961,24.412,36.83,-10.1,0.161,0.156,0.099,0.096
19600,-109.976,37.609,2022,NT,8.5,sc55,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.384,35.367,63.0,0.209,6.91,9.31,3.294,23.135,37.21,-8.79,0.15,0.158,0.097,0.105
19601,-109.976,37.609,2022,NT,8.5,sc46,21.429,0.0,46.429,10.714,7.143,21.429,31.0,1.965,38.363,77.0,0.0,5.08,2.38,2.669,25.535,39.04,-8.26,0.113,0.1,0.092,0.096
19602,-109.976,37.609,2022,NT,4.5,sc34,21.429,0.0,46.429,10.714,7.143,21.429,5.0,3.182,34.474,77.0,0.459,3.35,13.39,1.629,23.987,34.84,-13.13,0.159,0.15,0.1,0.211
19603,-109.976,37.609,2022,NT,4.5,sc33,21.429,0.0,46.429,10.714,7.143,21.429,14.0,2.157,36.409,81.0,0.104,9.06,5.49,-0.922,22.778,37.04,-19.71,0.147,0.132,0.094,0.181
19604,-109.976,37.609,2022,NT,4.5,sc32,21.429,0.0,46.429,10.714,7.143,21.429,27.0,2.293,37.053,70.0,0.0,3.56,3.5,2.695,23.999,38.77,-9.81,0.175,0.124,0.092,0.121
19605,-109.976,37.609,2022,NT,4.5,sc22,21.429,0.0,46.429,10.714,7.143,21.429,3.0,3.236,36.019,82.0,0.071,2.21,5.12,1.572,24.313,37.06,-8.56,0.112,0.108,0.092,0.095
19606,-109.976,37.609,2022,NT,4.5,sc23,21.429,0.0,46.429,10.714,7.143,21.429,8.0,3.546,35.922,68.0,0.023,19.01,5.59,1.487,23.619,37.37,-12.22,0.206,0.164,0.093,0.143
19607,-109.976,37.609,2022,NT,4.5,sc24,21.429,0.0,46.429,10.714,7.143,21.429,1.0,3.552,35.548,66.0,0.092,7.21,7.65,1.9,24.069,37.66,-8.74,0.175,0.14,0.095,0.118
19608,-109.976,37.609,2022,NT,4.5,sc25,21.429,0.0,46.429,10.714,7.143,21.429,0.0,3.047,36.616,85.0,0.045,11.83,4.68,-0.166,23.936,37.89,-13.28,0.134,0.186,0.093,0.095
19609,-109.976,37.609,2022,NT,4.5,sc26,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.511,34.592,89.0,0.181,4.79,9.37,-3.997,21.946,37.1,-30.23,0.094,0.107,0.097,0.1
19610,-109.976,37.609,2022,NT,4.5,sc27,21.429,0.0,46.429,10.714,7.143,21.429,26.0,3.341,35.78,78.0,0.116,3.06,6.86,0.532,23.946,36.65,-20.68,0.11,0.101,0.095,0.105
19611,-109.976,37.609,2022,NT,4.5,sc28,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.567,34.781,81.0,1.464,8.66,14.55,-0.746,23.879,38.21,-15.93,0.117,0.121,0.115,0.093
19612,-109.976,37.609,2022,NT,4.5,sc29,21.429,0.0,46.429,10.714,7.143,21.429,28.0,2.617,37.342,75.0,0.014,5.94,3.64,-0.291,24.497,38.62,-19.07,0.121,0.101,0.091,0.092
19613,-109.976,37.609,2022,NT,4.5,sc30,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.784,36.095,79.0,0.228,5.2,10.79,1.172,23.772,38.04,-12.42,0.104,0.107,0.097,0.105
19614,-109.976,37.609,2022,NT,4.5,sc31,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.667,35.545,55.0,0.174,5.94,8.56,3.364,23.099,36.66,-8.25,0.218,0.157,0.096,0.141
19615,-109.976,37.609,2022,NT,8.5,sc56,21.429,0.0,46.429,10.714,7.143,21.429,0.0,2.001,36.527,81.0,0.036,5.2,4.18,0.012,23.073,37.28,-15.64,0.133,0.109,0.094,0.112
19616,-109.976,37.609,2022,NT,8.5,sc57,21.429,0.0,46.429,10.714,7.143,21.429,19.0,2.397,38.542,55.0,0.032,1.92,3.92,4.518,25.421,40.49,-7.07,0.102,0.111,0.093,0.15
19617,-109.976,37.609,2022,NT,8.5,sc59,21.429,0.0,46.429,10.714,7.143,21.429,3.0,5.24,36.276,86.0,0.292,9.46,11.57,-0.882,23.223,37.17,-19.67,0.217,0.162,0.098,0.117
19618,-109.976,37.609,2022,NT,8.5,sc60,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.388,35.159,81.0,0.132,8.12,8.68,-0.884,23.458,36.07,-15.35,0.167,0.179,0.096,0.105
19619,-109.976,37.609,2022,NT,8.5,sc61,21.429,0.0,46.429,10.714,7.143,21.429,0.0,1.958,37.107,82.0,0.02,6.96,3.76,0.791,23.982,37.94,-12.29,0.181,0.152,0.094,0.109
19620,-109.976,37.609,2022,NT,8.5,sc58,21.429,0.0,46.429,10.714,7.143,21.429,0.0,2.621,40.178,58.0,0.06,5.37,5.1,2.112,25.567,42.01,-12.04,0.137,0.132,0.094,0.099
19621,-109.976,37.609,2023,NT,8.5,sc46,21.429,0.0,46.429,10.714,7.143,21.429,27.0,2.194,36.0,88.0,0.039,5.29,5.1,1.328,23.369,37.43,-13.46,0.135,0.112,0.093,0.17
19622,-109.976,37.609,2023,NT,8.5,sc47,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.291,34.369,72.0,0.126,14.84,10.5,1.997,23.832,35.06,-17.27,0.164,0.154,0.096,0.121
19623,-109.976,37.609,2023,NT,8.5,sc48,21.429,0.0,46.429,10.714,7.143,21.429,1.0,6.072,35.565,82.0,0.877,4.2,15.61,-0.284,23.542,37.36,-19.29,0.126,0.099,0.106,0.117
19624,-109.976,37.609,2023,NT,8.5,sc49,21.429,0.0,46.429,10.714,7.143,21.429,4.0,4.144,34.67,73.0,0.477,8.35,11.45,1.413,22.911,35.07,-10.72,0.168,0.132,0.101,0.158
19625,-109.976,37.609,2023,NT,8.5,sc50,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.826,34.13,54.0,0.676,12.88,16.28,3.659,22.447,35.55,-10.74,0.207,0.167,0.104,0.152
19626,-109.976,37.609,2023,NT,8.5,sc51,21.429,0.0,46.429,10.714,7.143,21.429,9.0,3.121,37.019,55.0,0.021,8.12,4.86,3.372,23.794,38.16,-11.42,0.223,0.177,0.093,0.142
19627,-109.976,37.609,2023,NT,8.5,sc52,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.582,34.095,64.0,0.482,11.43,12.12,0.654,23.513,34.6,-17.51,0.132,0.185,0.101,0.108
19628,-109.976,37.609,2023,NT,8.5,sc53,21.429,0.0,46.429,10.714,7.143,21.429,0.0,5.587,35.979,75.0,0.228,11.41,11.85,1.605,23.151,37.66,-10.11,0.222,0.176,0.098,0.096
19629,-109.976,37.609,2023,NT,8.5,sc54,21.429,0.0,46.429,10.714,7.143,21.429,17.0,1.052,36.074,77.0,0.0,9.41,1.08,0.823,24.447,37.18,-10.97,0.128,0.144,0.091,0.106
19630,-109.976,37.609,2023,NT,8.5,sc55,21.429,0.0,46.429,10.714,7.143,21.429,0.0,7.905,35.174,72.0,0.954,7.95,19.88,1.494,23.015,36.72,-12.21,0.128,0.126,0.108,0.141
19631,-109.976,37.609,2023,NT,8.5,sc56,21.429,0.0,46.429,10.714,7.143,21.429,0.0,4.922,34.428,79.0,0.235,4.33,10.94,-0.485,23.642,35.22,-11.24,0.134,0.124,0.098,0.111
19632,-109.976,37.609,2023,NT,8.5,sc57,21.429,0.0,46.429,10.714,7.143,21.429,0.0,2.9,37.69,75.0,0.163,15.99,6.44,1.803,24.141,40.1,-13.04,0.223,0.161,0.096,0.117
19633,-109.976,37.609,2023,NT,8.5,sc58,21.429,0.0,46.429,10.714,7.143,21.429,34.0,2.334,38.945,76.0,0.0,6.41,3.23,1.511,25.73,39.74,-12.0,0.109,0.108,0.093,0.116
